VCHTYPE,DATE,PARTYLEDGERNAME,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Dec-2023,Rio Management Services Private Linited,Rub/23-24/DG/477,You Tube Content Management Fees,8000,Digital Media
Sales,Dec-2023,Rio Management Services Private Linited,Rub/23-24/DG/478,Google Adwords for the Website,30000,Digital Media
Sales,Dec-2023,Rio Management Services Private Linited,Rub/23-24/DG/478,Social Media Management,16000,Digital Media
Sales,Dec-2023,Rio Management Services Private Linited,Rub/23-24/DG/478,Influencer Marketing,20000,Digital Media
Sales,Dec-2023,Rio Boutique - DG,Rub/23-24/DG/479,Social Media,50000,Digital Media
Sales,Dec-2023,Sea Shell Hospitality,Rub/23-24/DG/480,Google Adwords Commission,18000,Digital Media
Sales,Dec-2023,Sea Shell Hospitality,Rub/23-24/DG/481,Search Engine Optimisation,15000,Digital Media
Sales,Dec-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/482,Google Adwords  Management,18000,Digital Media
Sales,Dec-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/483,Social Media Campaign,12000,Digital Media
Sales,Dec-2023,White Woods Resort & Spa - STAAH,Rub/23-24/DH/485,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,White Woods Resort & Spa - STAAH,Rub/23-24/DH/485,Renewal of Hosting,8000,Domain And Hosting
Sales,Dec-2023,White Woods Resort & Spa - STAAH,Rub/23-24/DH/485,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,White Woods Resort & Spa - STAAH,Rub/23-24/DH/485,Support Charges (Optional),3000,Domain And Hosting
Sales,Dec-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/484,Search Engine Optimisation,15000,Digital Media
Sales,Dec-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/484,Google Ads Commission,12000,Digital Media
Sales,Dec-2023,Stone Wood Hotels LLP,Rub/23-24/DG/486,Renewal of Domain Names,2700,Domain And Hosting
Sales,Dec-2023,Stone Wood Hotels LLP,Rub/23-24/DG/486,Renewal of Domain Names,2700,Domain And Hosting
Sales,Dec-2023,Stone Wood Hotels LLP,Rub/23-24/DG/486,Renewal of Domain Names,3200,Domain And Hosting
Sales,Dec-2023,Sea Shell Hospitality,Rub/23-24/DH/487,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Mandeep Singh1,Rub/23-24/DH/488,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Mandeep Singh1,Rub/23-24/DH/488,Renewal of Hosting,1750,Domain And Hosting
Sales,Dec-2023,Mandeep Singh1,Rub/23-24/DH/488,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/489,Social Media Optimisation,25000,Digital Media
Sales,Dec-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/489,Search Engine Optimisation,15000,Digital Media
Sales,Dec-2023,Nanu Industries,Rub/23-24/DH/490,Registration of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Casa Ibrahim,Rub/23-24/DG/491,Search Engine Optimisation,15000,Digital Media
Sales,Dec-2023,The Southern Deck,Rub/23-24/DG/492,Social Media Optimisation,45000,Digital Media
Sales,Dec-2023,The Southern Deck,Rub/23-24/Seo493,Search Engine Optimisation,25000,Digital Media
Sales,Dec-2023,GKP Real Estate Developers,Rub/23-24/DH/494,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,GKP Real Estate Developers,Rub/23-24/DH/494,Renewal of Hosting,7500,Domain And Hosting
Sales,Dec-2023,GKP Real Estate Developers,Rub/23-24/DH/494,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Wild Flower Villas,Rub/23-24/DG/495,Google  Agency Fees,15000,Digital Media
Sales,Dec-2023,Shetyevision Hospital Pvt Ltd,Rub/23-24/DG/496,Search Engine Optimisation,15000,Digital Media
Sales,Dec-2023,Shetyevision Hospital Pvt Ltd,Rub/23-24/DG/496,Social Media Optimisation,15000,Digital Media
Sales,Dec-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DG/497,SEO,12000,Digital Media
Sales,Dec-2023,Bogmallo Beach Resorts,Rub/23-24/Seo499,Search Engine Optimisation,18000,Digital Media
Sales,Dec-2023,White Square Nirvana - STAAH,Rub/23-24/DH/498,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,White Square Nirvana - STAAH,Rub/23-24/DH/498,Renewal of Hosting,7500,Domain And Hosting
Sales,Dec-2023,White Square Nirvana - STAAH,Rub/23-24/DH/498,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,RT Hospitality  Services LLP,Rub/23-24/DH/500,Renewal of Email Ids,4400,Domain And Hosting
Sales,Dec-2023,The Avenue Grand ( Web),Rub/23-24/web501,Website Developments,39187.5,Website Development
Sales,Dec-2023,The Avenue Grand ( Web),Rub/23-24/web501,Content Writings,6187.5,Website Development
Sales,Dec-2023,The Avenue Grand ( Web),Rub/23-24/web501,Annual Maintenances,8250,Maintenance Of Website
Sales,Dec-2023,The Avenue Grand ( Web),Rub/23-24/web501,Registration and Renewal of Hostings,6187.5,Domain And Hosting
Sales,Dec-2023,Marmogoa Municipal Council,Rub/23-24/DH/502,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Marmogoa Municipal Council,Rub/23-24/DH/502,Renewal of Hosting,8500,Domain And Hosting
Sales,Dec-2023,Marmogoa Municipal Council,Rub/23-24/DH/502,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Neelam's The Glitz - STAAH,Rb/ST/23-24/1700,Set Up C M,6000,STAAH
Sales,Dec-2023,Neelam's The Glitz - STAAH,Rb/ST/23-24/1700,Set Up B E,3000,STAAH
Sales,Dec-2023,Neelam's The Glitz - STAAH,Rb/ST/23-24/1700,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Neelam's The Glitz - STAAH,Rb/ST/23-24/1700,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Naga's Hotel Satyavati - STAAH,Rb/ST/23-24/1701,Set Up C M,6000,STAAH
Sales,Dec-2023,Naga's Hotel Satyavati - STAAH,Rb/ST/23-24/1701,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Naga's Hotel Satyavati - STAAH,Rb/ST/23-24/1702,Monthly Fees C M,1733,STAAH
Sales,Dec-2023,Oralia Resorts - STAAH,Rb/ST/23-24/1703,Set Up C M,6000,STAAH
Sales,Dec-2023,Oralia Resorts - STAAH,Rb/ST/23-24/1703,Set Up B E,3000,STAAH
Sales,Dec-2023,Oralia Resorts - STAAH,Rb/ST/23-24/1703,Setup Payment Gateway,9000,STAAH
Sales,Dec-2023,Oralia Resorts - STAAH,Rb/ST/23-24/1703,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Oralia Resorts - STAAH,Rb/ST/23-24/1703,Monthly Fees  B E,1500,STAAH
Sales,Dec-2023,Shane Beach Resort - STAAH,Rb/ST/23-24/1704,Set Up C M,6000,STAAH
Sales,Dec-2023,Shane Beach Resort - STAAH,Rb/ST/23-24/1704,Monthly Fees C M,3500,STAAH
Sales,Dec-2023,Baga Retreat - STAAH,Rb/ST/23-24/1705,Set Up C M,6000,STAAH
Sales,Dec-2023,Baga Retreat - STAAH,Rb/ST/23-24/1705,Monthly Fees C M,3500,STAAH
Sales,Dec-2023,Classic Squares Pvt. Ltd. (Hospitality Division ),Rub/23-24/DG/503,Social Media Marketing,22500,Digital Media
Sales,Dec-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/web504,Website Development,37500,Website Development
Sales,Dec-2023,Whispering Resorts Private Limited,Rub/22-23/AMC507,Annual Maintenance,20000,Maintenance Of Website
Sales,Dec-2023,Delta Residency - STAAH,Rub/21-22/AMC505,Annual Maintenance,15000,Maintenance Of Website
Sales,Dec-2023,Corner Resorts Private Limited,Rub/21-22/AMC506,Annual Maintenance,15000,Maintenance Of Website
Sales,Dec-2023,Alcon Resort Holdings Private Limited II,Rub/23-24/DH/508,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DH/509,Registration of,1380,Domain And Hosting
Sales,Dec-2023,Delta Residency - STAAH,Rub/23-24/Dh/510,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Delta Residency - STAAH,Rub/23-24/Dh/510,Renewal of Hosting,4000,Domain And Hosting
Sales,Dec-2023,Delta Residency - STAAH,Rub/23-24/Dh/510,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Delta Residency - STAAH,Rub/23-24/Dh/510,Support Charges (Optional),3000,Domain And Hosting
Sales,Dec-2023,Mahadhan Real Estates LLP,Rub/23-24/DH/511,Renewal of,3750,Domain And Hosting
Sales,Dec-2023,Resort De Coracao - Goa - STAAH,Rb/ST/23-24/1706,Monthly Fees C M,54000,STAAH
Sales,Dec-2023,Resort De Coracao - Goa - STAAH,Rb/ST/23-24/1706,Monthly Fees  B E,30000,STAAH
Sales,Dec-2023,Resort De Coracao – The Corbett - STAAH,Rb/ST/23-24/1707,Monthly CM (1),54000,STAAH
Sales,Dec-2023,Resort De Coracao – The Corbett - STAAH,Rb/ST/23-24/1707,Monthly BE (1),30000,STAAH
Sales,Dec-2023,Hotel Foothills - STAAH,Rb/ST/23-24/1708,Set Up C M,6000,STAAH
Sales,Dec-2023,Hotel Foothills - STAAH,Rb/ST/23-24/1708,Monthly Fees C M,3500,STAAH
Sales,Dec-2023,Laxmi Empire Goa,Rub/23-24/DH/512,Renewal of Hosting,5000,Domain And Hosting
Sales,Dec-2023,SRE Estate Development,Rub/23-24/DH/513,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,SRE Estate Development,Rub/23-24/DH/513,Renewal of Hosting,6000,Domain And Hosting
Sales,Dec-2023,SRE Estate Development,Rub/23-24/DH/513,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,St. Joseph Institute Primary Seciton,Rub/23-24/Anu514,Annual Maintenance,20400,Maintenance Of Website
Sales,Dec-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DH/515,Renewal of Hosting,4500,Domain And Hosting
Sales,Dec-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DH/515,Renewal of Hosting,4500,Domain And Hosting
Sales,Dec-2023,Crystal Serenity - STAAH,Rb/ST/23-24/1709,Monthly Fees C M,917,STAAH
Sales,Dec-2023,Automobile Corporation of Goa Ltd,Rub/23-24/DH/516,Renewal of Hostings,3780,Domain And Hosting
Sales,Dec-2023,Suncity Resorts,Rub/23-24/DH/517,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Suncity Resorts,Rub/23-24/DH/517,Renewal of Hosting,6000,Domain And Hosting
Sales,Dec-2023,Suncity Resorts,Rub/23-24/DH/517,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Xavier's College,Rub/23-24/DH/518,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Hotel Braganza (C) - STAAH,Rub/23-24/DH/519,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Alcon Constructions Goa Private Limited,Rub/23-24/DH/520,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Alcon Constructions Goa Private Limited,Rub/23-24/DH/520,Renewal of Hosting,15000,Domain And Hosting
Sales,Dec-2023,Alcon Constructions Goa Private Limited,Rub/23-24/DH/520,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Silva Heritage,Rub/23-24/DH/521,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Silva Heritage,Rub/23-24/DH/521,Renewal of Hosting,7500,Domain And Hosting
Sales,Dec-2023,Silva Heritage,Rub/23-24/DH/521,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,The Temptation Vasco,Rub/23-24/DH/522,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,The Temptation Vasco,Rub/23-24/DH/522,Renewal of Hosting,1750,Domain And Hosting
Sales,Dec-2023,The Temptation Vasco,Rub/23-24/DH/522,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,The Temptation Vasco,Rub/23-24/DH/522,Website Activation Charges,3500,Domain And Hosting
Sales,Dec-2023,Sea Mist Resorts - STAAH,Rub/23-24/DH/523,Renewal of Domain Name & Hosting Charges,8000,Domain And Hosting
Sales,Dec-2023,Classic Squares Pvt. Ltd. (Hospitality Division ),Rub/23-24/DH/524,Renewal of Hosting,18000,Domain And Hosting
Sales,Dec-2023,Classic Squares Pvt. Ltd. (Hospitality Division ),Rub/23-24/DH/524,Renewal of,4000,Domain And Hosting
Sales,Dec-2023,St. Joseph Institute Primary Seciton,Rub/23-24/DH/525,Renewal of Hosting,10500,Domain And Hosting
Sales,Dec-2023,Somy Resort Pvt Ltd,Rub/23-24/DH/526,Updates and Changes,3500,Maintenance Of Website
Sales,Dec-2023,Sunshine Beach Resorts,Rub/23-24/Web527,Website Development,12500,Website Development
Sales,Dec-2023,Infiniti Module Pvt .Ltd (Domain),Rub/23-24/Web529,Advance Received,-58500,null
Sales,Dec-2023,Infiniti Module Pvt .Ltd (Domain),Rub/23-24/Web529,Website Development,65000,Website Development
Sales,Dec-2023,Dona Julia Resort - STAAH,Rub/23-24/DH/528,Renewal of Domain Name,1350,Domain And Hosting
Sales,Dec-2023,Dona Julia Resort - STAAH,Rub/23-24/DH/528,Renewal of Hosting,7500,Domain And Hosting
Sales,Dec-2023,Dona Julia Resort - STAAH,Rub/23-24/DH/528,Renewal of Cpanel License,500,Domain And Hosting
Sales,Dec-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1710,Set Up B E,3000,STAAH
Sales,Dec-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1710,Setup Payment Gateway,9000,STAAH
Sales,Dec-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1710,Monthly Fees  B E,1500,STAAH
Sales,Dec-2023,Stone Wood Mountain Resort(Mayfair) - STAAH,Rb/ST/23-24/1711,Setup CM(1),6000,STAAH
Sales,Dec-2023,Stone Wood Mountain Resort(Mayfair) - STAAH,Rb/ST/23-24/1711,Setup BE(1),5000,STAAH
Sales,Dec-2023,Stone Wood Mountain Resort(Mayfair) - STAAH,Rb/ST/23-24/1711,Monthly CM (1),4000,STAAH
Sales,Dec-2023,Aralea Beach Resort By Stone Wood(Panshi) - STAAH,Rb/ST/23-24/1712,Set Up C M,6000,STAAH
Sales,Dec-2023,Aralea Beach Resort By Stone Wood(Panshi) - STAAH,Rb/ST/23-24/1712,Set Up B E,5000,STAAH
Sales,Dec-2023,Aralea Beach Resort By Stone Wood(Panshi) - STAAH,Rb/ST/23-24/1712,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Nalanda Retreat - STAAH,Rb/ST/23-24/1713,Set Up C M,6000,STAAH
Sales,Dec-2023,Nalanda Retreat - STAAH,Rb/ST/23-24/1713,Set Up B E,3000,STAAH
Sales,Dec-2023,Nalanda Retreat - STAAH,Rb/ST/23-24/1713,Setup Payment Gateway,9000,STAAH
Sales,Dec-2023,Nalanda Retreat - STAAH,Rb/ST/23-24/1713,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Nalanda Retreat - STAAH,Rb/ST/23-24/1713,Monthly Fees  B E,1000,STAAH
Sales,Dec-2023,Stone Wood Jungle Resort (Nirvana Nest) - STAAH,Rb/ST/23-24/1714,Setup CM(1),6000,STAAH
Sales,Dec-2023,Stone Wood Jungle Resort (Nirvana Nest) - STAAH,Rb/ST/23-24/1714,Setup BE(1),5000,STAAH
Sales,Dec-2023,Stone Wood Jungle Resort (Nirvana Nest) - STAAH,Rb/ST/23-24/1714,Monthly CM (1),4000,STAAH
Sales,Dec-2023,Silva Heritage,Rub/23-24/web530,Advance Received,-17258,null
Sales,Dec-2023,Silva Heritage,Rub/23-24/web530,Website Development,22000,Website Development
Sales,Dec-2023,Silva Heritage,Rub/23-24/web530,Hosting Charges,4250,Domain And Hosting
Sales,Dec-2023,YU HOTEL,Rub/23-24/Seo531,Search Engine Optimisation,10000,Digital Media
Sales,undefined-2023,Aastha Escape -  STAAH,Rb/ST/23-24/1715,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Acron BNB - STAAH (New),Rb/ST/23-24/1716,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Acron BNB - STAAH (New),Rb/ST/23-24/1716,Monthly Fees  B E,2200,STAAH
Sales,undefined-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/1717,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/1717,Monthly Fees  B E,2200,STAAH
Sales,undefined-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/1717,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/1718,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/1718,Monthly Fees  B E,2200,STAAH
Sales,undefined-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/1718,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/1719,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/1719,Monthly Fees  B E,2200,STAAH
Sales,undefined-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/1719,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Aero Village - STAAH,Rb/ST/23-24/1720,Monthly CM (1),4500,STAAH
Sales,undefined-2023,Aero Village - STAAH,Rb/ST/23-24/1720,Monthly BE (1),2500,STAAH
Sales,undefined-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/1721,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/1721,Monthly Fees  B E,1000,STAAH
Sales,undefined-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/1721,Monthly Fees C M,1500,STAAH
Sales,undefined-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/1721,Monthly Fees  B E,500,STAAH
Sales,undefined-2023,Hotel Amani (Ajgaonkar) - STAAH,Rb/ST/23-24/1722,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Hotel Amani (Ajgaonkar) - STAAH,Rb/ST/23-24/1722,Monthly Fees  B E,1000,STAAH
Sales,undefined-2023,Amour Resort - STAAH,Rb/ST/23-24/1723,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Amour Resort - STAAH,Rb/ST/23-24/1723,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Amour Resort - STAAH,Rb/ST/23-24/1723,Monthly Fees Instant Website,2000,STAAH
Sales,undefined-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1724,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1724,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1724,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/1725,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/1725,Monthly Fees  B E,1000,STAAH
Sales,undefined-2023,Arotel Rooms & Suites - STAAH,Rb/ST/23-24/1726,Monthly Fees C M,3000,STAAH
Sales,undefined-2023,Athi Resort - STAAH,Rb/ST/23-24/1727,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Athi Resort - STAAH,Rb/ST/23-24/1727,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Baga High Q - STAAH,Rb/ST/23-24/1728,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/1729,Booking Engine & C.M.S. (STAAH),7750,STAAH
Sales,undefined-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/1729,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Bay 15 - STAAH (New),Rb/ST/23-24/1730,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Bay 15 - STAAH (New),Rb/ST/23-24/1730,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Baywatch Resort - STAAH,Rb/ST/23-24/1731,Monthly Fees C M,4250,STAAH
Sales,undefined-2023,Baywatch Resort - STAAH,Rb/ST/23-24/1731,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/1732,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/1733,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/1734,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,undefined-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/1734,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1735,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,undefined-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1735,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1735,Monthly Google Listing,3000,STAAH
Sales,undefined-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1736,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Cabo Serai - STAAH,Rb/ST/23-24/1737,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Cabo Serai - STAAH,Rb/ST/23-24/1737,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Calangute Beach Resort - STAAH,Rb/ST/23-24/1738,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/1739,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Goa Electronics - STAAH,Rb/ST/23-24/1740,Monthly Fees  B E,15000,STAAH
Sales,undefined-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1741,Monthly Fees C M,67500,STAAH
Sales,undefined-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1741,Monthly Fees C M,7000,STAAH
Sales,undefined-2023,Casabela (C) - STAAH,Rb/ST/23-24/1742,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Casa De Goa - STAAH,Rb/ST/23-24/1743,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Casa De Goa - STAAH,Rb/ST/23-24/1743,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Casa De Goa - STAAH,Rb/ST/23-24/1743,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Casa Menezes - STAAH,Rb/ST/23-24/1744,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Casa Salvador - STAAH,Rb/ST/23-24/1745,Monthly Fees C M,7500,STAAH
Sales,undefined-2023,Casa Severina - STAAH,Rb/ST/23-24/1746,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/1747,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/1748,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1749,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1749,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Cochichos Resort - STAAH,Rb/ST/23-24/1750,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Coconut Creek - STAAH,Rb/ST/23-24/1751,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,undefined-2023,Coconut Creek - STAAH,Rb/ST/23-24/1751,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1752,Monthly CM (1),4000,STAAH
Sales,undefined-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1752,Monthly BE (1),1000,STAAH
Sales,undefined-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1752,Monthly Google Listing  (1),1500,STAAH
Sales,undefined-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1753,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1753,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1753,Monthly Google Listing,1500,STAAH
Sales,undefined-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1754,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1754,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1754,Monthly Google Listing,1500,STAAH
Sales,undefined-2023,Devasthali - STAAH,Rb/ST/23-24/1755,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,undefined-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1756,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,undefined-2023,Eros Boutique - STAAH New,Rb/ST/23-24/1757,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Estrela Do Mar - STAAH,Rb/ST/23-24/1758,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1759,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1759,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1759,Monthly Fees RM,2500,STAAH
Sales,undefined-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1759,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/1760,Monthly Fees C M,3000,STAAH
Sales,undefined-2023,Golden Tulip - STAAH,Rb/ST/23-24/1761,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/1762,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Graciano Cottages - STAAH,Rb/ST/23-24/1763,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1764,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1764,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Granpa's Inn - STAAH,Rb/ST/23-24/1765,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1766,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1766,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Hotel Avisha Residency - STAAH,Rb/ST/23-24/1767,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Hotel Calangute Towers - STAAH,Rb/ST/23-24/1768,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1769,Monthly Fees C M,4500,STAAH
